projects/youtube-dl/bugs/43/bug.info,"promising"
projects/scrapy/bugs/17/bug.info,"promising"
projects/youtube-dl/bugs/27/bug.info,"promising"
projects/scrapy/bugs/29/bug.info,"promising"
projects/black/bugs/21/bug.info,"promising"
projects/youtube-dl/bugs/26/bug.info,"promising"
projects/thefuck/bugs/9/bug.info,"perhaps promising"
projects/pandas/bugs/164/bug.info,"perhaps promising"
projects/luigi/bugs/13/bug.info,"perhaps promising"
projects/thefuck/bugs/18/bug.info,"perhaps promising"
projects/pandas/bugs/152/bug.info,"perhaps promising"
